Id;Label;Annee_Bibliographique;Nom;Titre;Revue;nb_cit
39013706;BRUNNER,1971;1971;BRUNNER-K;USES OF MONEY - MONEY IN THEORY OF AN EXCHANGE ECONOMY;AMERICAN ECONOMIC REVIEW;12
39013705;NIEHANS,1971;1971;NIEHANS-J;MONEY AND BARTER IN GENERAL EQUILIBRIUM WITH TRANSACTIONS COSTS;AMERICAN ECONOMIC REVIEW;10
39952780;OSTROY,1973;1973;OSTROY-JM;INFORMATIONAL EFFICIENCY OF MONETARY EXCHANGE;AMERICAN ECONOMIC REVIEW; 8
40056315;WRIGHT,1974;1974;WRIGHT-G;POLITICAL ECONOMY OF NEW-DEAL SPENDING - ECONOMETRIC ANALYSIS;REVIEW OF ECONOMICS AND STATISTICS; 0
39819417;HUMPHREY,1973;1973;HUMPHREY-TM;EMPIRICAL TESTS OF QUANTITY THEORY OF MONEY IN UNITED STATES, 1900-1930;HISTORY OF POLITICAL ECONOMY; 0
38620860;BRENNAN,1970;1970;BRENNAN-MJ;TAXES, MARKET VALUATION AND CORPORATE FINANCIAL POLICY;NATIONAL TAX JOURNAL; 0
40240629;AUERNHEI.L,1974;1974;AUERNHEI.L;HONEST GOVERNMENTS GUIDE TO REVENUE FROM CREATION OF MONEY;JOURNAL OF POLITICAL ECONOMY; 3
41247856;FELDSTEIN,1976;1976;FELDSTEIN-M;TAX INCENTIVES AND CHARITABLE CONTRIBUTIONS IN UNITED-STATES - MICROECONOMETRIC ANALYSIS;JOURNAL OF PUBLIC ECONOMICS; 0
41474744;SHOVEN,1976;1976;SHOVEN-JB;INCIDENCE AND EFFICIENCY EFFECTS OF TAXES ON INCOME FROM CAPITAL;JOURNAL OF POLITICAL ECONOMY; 0
39641024;COOLEY,1973;1973;COOLEY-TF;TESTS OF AN ADAPTIVE REGRESSION MODEL;REVIEW OF ECONOMICS AND STATISTICS; 2
38813750;SAVING,1971;1971;SAVING-TR;TRANSACTIONS COSTS AND DEMAND FOR MONEY;AMERICAN ECONOMIC REVIEW; 6
41031771;BROWNING,1975;1975;BROWNING-EK;COLLECTIVE CHOICE AND GENERAL FUND FINANCING;JOURNAL OF POLITICAL ECONOMY; 0
41421227;FAMA,1976;1976;FAMA-EF;FORWARD RATES AS PREDICTORS OF FUTURE SPOT RATES;JOURNAL OF FINANCIAL ECONOMICS; 0
41474745;HARBERGER,1976;1976;HARBERGER-AC;INCIDENCE AND EFFICIENCY EFFECTS OF TAXES ON INCOME FROM CAPITAL - REPLY;JOURNAL OF POLITICAL ECONOMY; 0
40304873;EDEL,1974;1974;EDEL-M;TAXES, SPENDING, AND PROPERTY VALUES - SUPPLY ADJUSTMENT IN A TIEBOUT-OATES MODEL;JOURNAL OF POLITICAL ECONOMY; 2
40060728;MCGUIRE,1974;1974;MCGUIRE-M;GROUP SEGREGATION AND OPTIMAL JURISDICTIONS;JOURNAL OF POLITICAL ECONOMY; 2
38341477;GIBSON,1970;1970;GIBSON-WE;LAG IN EFFECT OF MONETARY POLICY ON INCOME AND INTEREST RATES;QUARTERLY JOURNAL OF ECONOMICS; 1
40695944;MCCULLOCH,1975;1975;MCCULLOCH-JH;MONTE-CARLO CYCLE IN BUSINESS ACTIVITY;ECONOMIC INQUIRY; 0
41259043;KOURI,1976;1976;KOURI-PJK;EXCHANGE-RATE AND BALANCE OF PAYMENTS IN SHORT RUN AND IN LONG RUN - MONETARY APPROACH;SCANDINAVIAN JOURNAL OF ECONOMICS; 0
39433781;BAUMOL,1972;1972;BAUMOL-WJ;TAXATION AND CONTROL OF EXTERNALITIES;AMERICAN ECONOMIC REVIEW; 9
39968550;NORDHAUS,1973;1973;NORDHAUS-WD;WORLD DYNAMICS - MEASUREMENT WITHOUT DATA;ECONOMIC JOURNAL; 1
41333313;ARNDT,1976;1976;ARNDT-HW;NON-TRADED GOODS AND BALANCE OF PAYMENTS - AUSTRALIAN CONTRIBUTION;ECONOMIC RECORD; 0
39928176;ALIBER,1973;1973;ALIBER-RZ;INTEREST RATE PARITY THEOREM - REINTERPRETATION;JOURNAL OF POLITICAL ECONOMY; 7
38604752;STIGLITZ,1970;1970;STIGLITZ-JE;CONSUMPTION-ORIENTED THEORY OF DEMAND FOR FINANCIAL ASSETS AND TERM STRUCTURE OF INTEREST RATES;REVIEW OF ECONOMIC STUDIES; 1
40132827;CONROY,1974;1974;CONROY-ME;ALTERNATIVE STRATEGIES FOR REGIONAL INDUSTRIAL DIVERSIFICATION;JOURNAL OF REGIONAL SCIENCE; 0
41079185;GUITIAN,1976;1976;GUITIAN-M;EFFECTS OF CHANGES IN EXCHANGE-RATE ON OUTPUT, PRICES AND BALANCE OF PAYMENTS;JOURNAL OF INTERNATIONAL ECONOMICS; 0
40053585;VOGEL,1974;1974;VOGEL-RC;DYNAMICS OF INFLATION IN LATIN-AMERICA, 1950-1969;AMERICAN ECONOMIC REVIEW; 4
39300488;SINAI,1972;1972;SINAI-A;REAL MONEY BALANCES - OMITTED VARIABLE FROM PRODUCTION FUNCTION;REVIEW OF ECONOMICS AND STATISTICS; 7
40642347;SIBLEY,1975;1975;SIBLEY-DS;PERMANENT AND TRANSITORY INCOME EFFECTS IN A MODEL OF OPTIMAL CONSUMPTION WITH WAGE INCOME UNCERTAINTY;JOURNAL OF ECONOMIC THEORY; 0
39696032;KARNI,1973;1973;KARNI-E;TRANSACTIONS COSTS AND DEMAND FOR MEDIA OF EXCHANGE;WESTERN ECONOMIC JOURNAL; 1
39579673;ELLIOTT,1973;1973;ELLIOTT-JW;THEORIES OF CORPORATE INVESTMENT BEHAVIOR REVISITED;AMERICAN ECONOMIC REVIEW; 0
40490409;TOBIN,1975;1975;TOBIN-J;KEYNESIAN MODELS OF RECESSION AND DEPRESSION;AMERICAN ECONOMIC REVIEW; 0
39051252;FELDSTEI.MS,1971;1971;FELDSTEI.MS;TAX POLICY, CORPORATE SAVING AND INVESTMENT BHEAVIOUR IN BRITAIN;REVIEW OF ECONOMIC STUDIES; 3
39619141;LEIJONHU.A,1973;1973;LEIJONHU.A;EFFECTIVE DEMAND FAILURES;SWEDISH JOURNAL OF ECONOMICS; 4
40387449;FELDSTEI.MS,1974;1974;FELDSTEI.MS;TAX INCIDENCE IN A GROWING ECONOMY WITH VARIABLE FACTOR SUPPLY;QUARTERLY JOURNAL OF ECONOMICS; 2
40274581;GALE,1974;1974;GALE-D;TRADE IMBALANCE STORY;JOURNAL OF INTERNATIONAL ECONOMICS; 0
39792925;CHOW,1973;1973;CHOW-GC;MULTIPERIOD PREDICTIONS FROM STOCHASTIC DIFFERENCE EQUATIONS BY BAYESIAN METHODS;ECONOMETRICA; 0
38579381;NADIRI,1970;1970;NADIRI-MI;SOME APPROACHES TO THEORY AND MEASUREMENT OF TOTAL FACTOR PRODUCTIVITY - SURVEY;JOURNAL OF ECONOMIC LITERATURE; 3
41379258;KLEIN,1976;1976;KLEIN-B;SOCIAL COSTS OF RECENT INFLATION - MIRAGE OF STEADY ANTICIPATED INFLATION;CARNEGIE-ROCHESTER CONFERENCE SERIES ON PUBLIC POLICY; 0
40786906;KLEIN,1975;1975;KLEIN-B;OUR NEW MONETARY STANDARD - MEASUREMENT AND EFFECTS OF PRICE UNCERTAINTY, 1880-1973;ECONOMIC INQUIRY; 0
39968551;EICHNER,1973;1973;EICHNER-AS;THEORY OF DETERMINATION OF MARK-UP UNDER OLIGOPOLY;ECONOMIC JOURNAL; 1
40215544;HARRIS,1974;1974;HARRIS-DJ;PRICE POLICY OF FIRMS, LEVEL OF EMPLOYMENT AND DISTRIBUTION OF INCOME IN SHORT RUN;AUSTRALIAN ECONOMIC PAPERS; 1
40060723;DASGUPTA,1974;1974;DASGUPTA-P;BENEFIT-COST ANALYSIS AND TRADE POLICIES;JOURNAL OF POLITICAL ECONOMY; 1
41313071;GREEN,1976;1976;GREEN-J;DIRECT VERSUS INDIRECT REMEDIES FOR EXTERNALITIES;JOURNAL OF POLITICAL ECONOMY; 0
38867774;MANDELBR.BB,1971;1971;MANDELBR.BB;WHEN CAN PRICE BE ARBITRAGED EFFICIENTLY - LIMIT TO VALIDITY OF RANDOM WALK AND MARTINGALE MODELS;REVIEW OF ECONOMICS AND STATISTICS; 1
39564885;FRIEDLAE.AF,1973;1973;FRIEDLAE.AF;MACRO POLICY GOALS IN POSTWAR PERIOD - STUDY IN REVEALED PREFERENCE;QUARTERLY JOURNAL OF ECONOMICS; 7
40194104;GOULD,1974;1974;GOULD-JP;STOCHASTIC STRUCTURE OF VELOCITY OF MONEY;AMERICAN ECONOMIC REVIEW; 3
40755194;VELUPILLAI,1975;1975;VELUPILLAI-K;FISCHER,I ON SWITCHES OF TECHNIQUES - HISTORICAL NOTE;QUARTERLY JOURNAL OF ECONOMICS; 0
40742969;GHATAK,1975;1975;GHATAK-S;RURAL INTEREST-RATES IN INDIAN ECONOMY;JOURNAL OF DEVELOPMENT STUDIES; 0
41531326;GODWIN,1976;1976;GODWIN-RK;POLITICAL PROCESSES AND PUBLIC-EXPENDITURES - RE-EXAMINATION BASED ON THEORIES OF REPRESENTATIVE GOVERNMENT;AMERICAN POLITICAL SCIENCE REVIEW; 0
40771210;HORI,1975;1975;HORI-H;REVEALED PREFERENCE FOR PUBLIC-GOODS;AMERICAN ECONOMIC REVIEW; 0
39833360;SANDMO,1973;1973;SANDMO-A;PUBLIC GOODS AND TECHNOLOGY OF CONSUMPTION;REVIEW OF ECONOMIC STUDIES; 3
38620453;WEBER,1970;1970;WEBER-WE;EFFECT OF INTEREST RATES ON AGGREGATE CONSUMPTION;AMERICAN ECONOMIC REVIEW; 9
40771200;WEBER,1975;1975;WEBER-WE;INTEREST-RATES, INFLATION, AND CONSUMER EXPENDITURES;AMERICAN ECONOMIC REVIEW; 0
38604757;GAREGNANI,1970;1970;GAREGNANI-P;HETEROGENEOUS CAPITAL, PRODUCTION FUNCTION AND THEORY OF DISTRIBUTION;REVIEW OF ECONOMIC STUDIES; 9
38732679;WEINTRAU.S,1971;1971;WEINTRAU.S;KEYNES AND MONETARISTS;CANADIAN JOURNAL OF ECONOMICS; 4
40718091;WEINTRAUB,1975;1975;WEINTRAUB-S;KEYNESIAN LIGHT THAT FAILED;NEBRASKA JOURNAL OF ECONOMICS AND BUSINESS; 0
39059353;WEINTRAU.S,1971;1971;WEINTRAU.S;RISING DEMAND CURVES IN PRICE LEVEL THEORY;OXFORD ECONOMIC PAPERS-NEW SERIES; 0
39500249;WEINTRAU.S,1972;1972;WEINTRAU.S;MARGINAL PRODUCTIVITY AND MACRODISTRIBUTION THEORY;WESTERN ECONOMIC JOURNAL; 0
40461959;NYBERG,1974;1974;NYBERG-L;OPTIMAL RESERVES AND ADJUSTMENT POLICIES;SWEDISH JOURNAL OF ECONOMICS; 0
41532134;OFFICER,1976;1976;OFFICER-LH;PRODUCTIVITY BIAS IN PURCHASING POWER PARITY - ECONOMETRIC INVESTIGATION;INTERNATIONAL MONETARY FUND STAFF PAPERS; 0
40116438;NICHOLS,1974;1974;NICHOLS-DA;SOME PRINCIPLES OF INFLATIONARY FINANCE;JOURNAL OF POLITICAL ECONOMY; 1
39965228;CEBULA,1973;1973;CEBULA-RJ;DEFICIT SPENDING, EXPECTATIONS, AND FISCAL POLICY EFFECTIVENESS;PUBLIC FINANCE-FINANCES PUBLIQUES; 0
38592802;AARON,1970;1970;AARON-H;PUBLIC GOODS AND INCOME DISTRIBUTION;ECONOMETRICA; 8
39965220;BOADWAY,1973;1973;BOADWAY-R;SIMILARITIES AND DIFFERENCES BETWEEN PUBLIC GOODS AND PUBLIC FACTORS;PUBLIC FINANCE-FINANCES PUBLIQUES; 1
40994999;SANDLER,1975;1975;SANDLER-T;PARETO OPTIMALITY, PURE PUBLIC GOODS, IMPURE PUBLIC GOODS AND MULTIREGIONAL SPILLOVERS;SCOTTISH JOURNAL OF POLITICAL ECONOMY; 0
40152771;ATHANS,1974;1974;ATHANS-M;IMPORTANCE OF KALMAN FILTERING METHODS FOR ECONOMIC SYSTEMS;ANNALS OF ECONOMIC AND SOCIAL MEASUREMENT; 2
40152770;MEHRA,1974;1974;MEHRA-RK;IDENTIFICATION IN CONTROL AND ECONOMETRICS - SIMILARITIES AND DIFFERNCES;ANNALS OF ECONOMIC AND SOCIAL MEASUREMENT; 1
39374100;GRANDMON.JM,1972;1972;GRANDMON.JM;ROLE OF MONEY AND EXISTENCE OF A MONETARY EQUILIBRIUM;REVIEW OF ECONOMIC STUDIES; 4
39705634;BERGLAS,1973;1973;BERGLAS-E;REAL EXCHANGE RATE AND DEVALUATION;JOURNAL OF INTERNATIONAL ECONOMICS; 1
39980834;FELDSTEIN,1974;1974;FELDSTEIN-MS;TOWARDS AN ECONOMIC-THEORY OF REPLACEMENT INVESTMENT;ECONOMETRICA; 0
39320388;BRUNNER,1972;1972;BRUNNER-K;MONEY, DEBT, AND ECONOMIC ACTIVITY;JOURNAL OF POLITICAL ECONOMY; 8
39063763;UHR,1971;1971;UHR-CG;DAVIDSONS THEORY OF OBJECTIVE VALUE - TRANSFORMATION PROBLEM;HISTORY OF POLITICAL ECONOMY; 0
40304872;OAKLAND,1974;1974;OAKLAND-WH;PUBLIC GOODS, PERFECT COMPETITION, AND UNDERPRODUCTION;JOURNAL OF POLITICAL ECONOMY; 0
40442460;AHSAN,1974;1974;AHSAN-SM;PROGRESSION AND RISK-TAKING;OXFORD ECONOMIC PAPERS-NEW SERIES; 0
40804516;SMITH,1975;1975;SMITH-G;OKUNS LAW REVISITED;QUARTERLY REVIEW OF ECONOMICS AND BUSINESS; 0
39433814;JUSTER,1972;1972;JUSTER-FT;ANTICIPATORY AND OBJECTIVE MODELS OF DURABLE GOODS DEMAND;AMERICAN ECONOMIC REVIEW; 3
40507864;BENZION,1975;1975;BENZION-U;MONEY IN PRODUCTION FUNCTION - INTERPRETATION OF EMPIRICAL RESULTS;REVIEW OF ECONOMICS AND STATISTICS; 0
41031775;CLAASSEN,1975;1975;CLAASSEN-EM;INDIRECT PRODUCTIVITY OF MONEY;JOURNAL OF POLITICAL ECONOMY; 0
39433745;MORONEY,1972;1972;MORONEY-JR;STATUS AND RELEVANCE OF ECONOMIC THEORY - CURRENT STATE OF MONEY AND PRODUCTION THEORY;AMERICAN ECONOMIC REVIEW; 0
38607421;SPAVENTA,1970;1970;SPAVENTA-L;RATE OF PROFIT, RATE OF GROWTH, AND CAPITAL INTENSITY IN A SIMPLE PRODUCTION MODEL;OXFORD ECONOMIC PAPERS-NEW SERIES; 1
40814640;AHLUWALIA,1975;1975;AHLUWALIA-IJ;ECONOMETRIC-MODEL OF UNITED-STATES MERCHANDISE IMPORTS UNDER FIXED AND FLUCTUATING EXCHANGE-RATES, 1959-73;INTERNATIONAL MONETARY FUND STAFF PAPERS; 0
39950308;ARTUS,1973;1973;ARTUS-JR;MULTILATERAL EXCHANGE RATE MODEL;INTERNATIONAL MONETARY FUND STAFF PAPERS; 1
39950313;GUITIAN,1973;1973;GUITIAN-M;CREDIT VERSUS MONEY AS AN INSTRUMENT OF CONTROL;INTERNATIONAL MONETARY FUND STAFF PAPERS; 0
40455426;HEMPHILL,1974;1974;HEMPHILL-WL;EFFECT OF FOREIGN EXCHANGE RECEIPTS ON IMPORTS OF LESS DEVELOPED COUNTRIES;INTERNATIONAL MONETARY FUND STAFF PAPERS; 0
38517559;RHOMBERG,1970;1970;RHOMBERG-RR;POSSIBLE APPROACHES TO A MODEL OF WORLD TRADE AND PAYMENTS;INTERNATIONAL MONETARY FUND STAFF PAPERS; 0
41224198;HAMILTON,1976;1976;HAMILTON-BW;EFFECTS OF PROPERTY TAXES AND LOCAL PUBLIC SPENDING ON PROPERTY-VALUES - THEORETICAL COMMENT;JOURNAL OF POLITICAL ECONOMY; 0
39833357;SHOVEN,1973;1973;SHOVEN-JB;GENERAL EQUILIBRIUM WITH TAXES - COMPUTATIONAL PROCEDURE AND AN EXISTENCE PROOF;REVIEW OF ECONOMIC STUDIES; 2
39449787;BURMEIST.E,1972;1972;BURMEIST.E;CAPITAL DEEPENING RESPONSE IN AN ECONOMY WITH HETEROGENEOUS CAPITAL GOODS;AMERICAN ECONOMIC REVIEW; 1
41414814;MISHKIN,1976;1976;MISHKIN-FS;ILLIQUIDITY, CONSUMER DURABLE EXPENDITURE, AND MONETARY-POLICY;AMERICAN ECONOMIC REVIEW; 0
41224184;FAMA,1976;1976;FAMA-EF;INFLATION UNCERTAINTY AND EXPECTED RETURNS ON TREASURY BILLS;JOURNAL OF POLITICAL ECONOMY; 1
41474738;TIDEMAN,1976;1976;TIDEMAN-TN;NEW AND SUPERIOR PROCESS FOR MAKING SOCIAL CHOICES;JOURNAL OF POLITICAL ECONOMY; 0
40490885;DEWULF,1975;1975;DEWULF-L;FISCAL INCIDENCE STUDIES IN DEVELOPING COUNTRIES - SURVEY AND CRITIQUE;INTERNATIONAL MONETARY FUND STAFF PAPERS; 1
40335006;SOLNIK,1974;1974;SOLNIK-BH;AN INTERNATIONAL MARKET MODEL OF SECURITY PRICE BEHAVIOR;JOURNAL OF FINANCIAL AND QUANTITATIVE ANALYSIS; 0
39311379;REINMUTH,1972;1972;REINMUTH-JE;BAYESIAN APPROACH TO FORECASTING EFFECTS OF ATYPICAL SITUATIONS;JOURNAL OF MARKETING RESEARCH; 1
40478266;HAVRILESKY,1975;1975;HAVRILESKY-TM;TESTS OF FEDERAL RESERVES REACTION TO STATE OF ECONOMY - 1964-1974;SOCIAL SCIENCE QUARTERLY; 0
39501357;CHANG,1972;1972;CHANG-WW;STABILITY AND INSTABILITY OF IS-LM EQUILIBRIUM;OXFORD ECONOMIC PAPERS-NEW SERIES; 0
40056312;BACH,1974;1974;BACH-GL;INFLATION AND REDISTRIBUTION OF WEALTH;REVIEW OF ECONOMICS AND STATISTICS; 3
39864306;MAITAL,1973;1973;MAITAL-S;PUBLIC-GOODS AND INCOME-DISTRIBUTION - SOME FURTHER RESULTS;ECONOMETRICA; 3
39165826;HOLMES,1972;1972;HOLMES-JM;SPECIFICATION OF DEMAND FOR MONEY AND TAX MULTIPLIER;JOURNAL OF POLITICAL ECONOMY; 0
38785584;FELDMAN,1971;1971;FELDMAN-P;EFFICIENCY, DISTRIBUTION, AND ROLE OF GOVERNMENT IN A MARKET ECONOMY;JOURNAL OF POLITICAL ECONOMY; 0
40964679;BRETON,1975;1975;BRETON-A;EQUILIBRIUM SIZE OF A BUDGET-MAXIMIZING BUREAU - NOTE ON NISKANENS THEORY OF BUREAUCRACY;JOURNAL OF POLITICAL ECONOMY; 0
40643539;BEDNARZIK,1975;1975;BEDNARZIK-RW;INVOLUNTARY PART-TIME WORK - CYCLICAL ANALYSIS;MONTHLY LABOR REVIEW; 0
41010555;BECKER,1975;1975;BECKER-WE;DETERMINANTS OF UNITED-STATES CURRENCY-DEMAND DEPOSIT RATIO;JOURNAL OF FINANCE; 0
41190716;LOGUE,1976;1976;LOGUE-DE;NOTE ON RELATION BETWEEN RATE AND VARIABILITY OF INFLATION;ECONOMICA; 1
41435651;POMMEREHNE,1976;1976;POMMEREHNE-WW;2 APPROACHES TO ESTIMATING PUBLIC-EXPENDITURES;PUBLIC FINANCE QUARTERLY; 0
41457516;PATINKIN,1976;1976;PATINKIN-D;KEYNES AND ECONOMETRICS - INTERACTION BETWEEN MACROECONOMIC REVOLUTIONS OF INTERWAR PERIOD;ECONOMETRICA; 0
39952810;DORNBUSC.R,1973;1973;DORNBUSC.R;DEVALUATION, MONEY, AND NONTRADED GOODS;AMERICAN ECONOMIC REVIEW;16
40660386;FRENKEL,1975;1975;FRENKEL-JA;PORTFOLIO EQUILIBRIUM AND BALANCE OF PAYMENTS - MONETARY APPROACH;AMERICAN ECONOMIC REVIEW; 5
38610088;DUNN,1970;1970;DUNN-RM;FLEXIBLE EXCHANGE RATES AND OLIGOPOLY PRICING - STUDY OF CANADIAN MARKETS;JOURNAL OF POLITICAL ECONOMY; 1
41282862;ROSEN,1976;1976;ROSEN-HS;METHODOLOGY FOR EVALUATING TAX-REFORM PROPOSALS;JOURNAL OF PUBLIC ECONOMICS; 0
39219248;HAMBURGE.MJ,1972;1972;HAMBURGE.MJ;MONEY AND STOCK PRICES - CHANNELS OF INFLUENCE;JOURNAL OF FINANCE; 2
40814320;WEINTRAUB,1975;1975;WEINTRAUB-ER;UNCERTAINTY AND KEYNESIAN REVOLUTION;HISTORY OF POLITICAL ECONOMY; 0
38790463;CHANDAVA.AG,1971;1971;CHANDAVA.AG;SOME ASPECTS OF INTEREST RATE POLICIES IN LESS DEVELOPED ECONOMIES - EXPERIENCE OF SELECTED ASIAN COUNTRIES;INTERNATIONAL MONETARY FUND STAFF PAPERS; 4
39449789;BHATIA,1972;1972;BHATIA-KB;CAPITAL GAINS AND AGGREGATE CONSUMPTION FUNCTION;AMERICAN ECONOMIC REVIEW; 6
39873348;FELDSTEI.M,1973;1973;FELDSTEI.M;TAXES, CORPORATE DIVIDEND POLICY AND PERSONAL SAVINGS - BRITISH POSTWAR EXPERIENCE;REVIEW OF ECONOMICS AND STATISTICS; 3
40660382;FRIEND,1975;1975;FRIEND-I;SHORT-RUN ASSET EFFECTS ON HOUSEHOLD SAVING AND CONSUMPTION - CROSS-SECTION EVIDENCE;AMERICAN ECONOMIC REVIEW; 0
40482971;DAVID,1975;1975;DAVID-M;MEASUREMENT OF COST OF LIVING INCLUDING PUBLIC SECTOR;ANNALS OF ECONOMIC AND SOCIAL MEASUREMENT; 0
39023311;LANDSBER.M,1971;1971;LANDSBER.M;CONSUMER DISCOUNT RATE AND HORIZON - NEW EVIDENCE;JOURNAL OF POLITICAL ECONOMY; 2
41282863;STERN,1976;1976;STERN-NH;SPECIFICATION OF MODELS OF OPTIMUM INCOME TAXATION;JOURNAL OF PUBLIC ECONOMICS; 1
39696029;SHUBIK,1973;1973;SHUBIK-M;COMMODITY MONEY, OLIGOPOLY, CREDIT AND BANKRUPTCY IN A GENERAL EQUILIBRIUM MODEL;WESTERN ECONOMIC JOURNAL; 2
41247857;BOSKIN,1976;1976;BOSKIN-MJ;ESTATE-TAXATION AND CHARITABLE BEQUESTS;JOURNAL OF PUBLIC ECONOMICS; 0
40315331;SANDMO,1974;1974;SANDMO-A;STRUCTURE OF OPTIMAL TAXATION;AMERICAN ECONOMIC REVIEW; 4
41460485;BENASSY,1976;1976;BENASSY-JP;DISEQUILIBRIUM THEORY AND MICROECONOMIC FOUNDATIONS OF MACROECONOMICS;REVUE ECONOMIQUE; 0
40116429;SANDMO,1974;1974;SANDMO-A;INVESTMENT INCENTIVES AND CORPORATE INCOME TAX;JOURNAL OF POLITICAL ECONOMY; 0
39675639;GRANDMON.JM,1973;1973;GRANDMON.JM;EFFICIENCY OF A MONETARY EQUILIBRIUM;REVIEW OF ECONOMIC STUDIES; 3
38704374;GREGORY,1971;1971;GREGORY-RG;UNITED STATES IMPORTS AND INTERNAL PRESSURE OF DEMAND - 1948-68;AMERICAN ECONOMIC REVIEW; 1
39641020;MIRER,1973;1973;MIRER-TW;DISTRIBUTIONAL IMPACT OF 1970 RECESSION;REVIEW OF ECONOMICS AND STATISTICS; 0
41031768;FRENKEL,1975;1975;FRENKEL-JA;COVERED INTEREST ARBITRAGE - UNEXPLOITED PROFITS;JOURNAL OF POLITICAL ECONOMY; 4
41535832;FRIEND,1976;1976;FRIEND-I;DEMAND FOR RISKY ASSETS UNDER UNCERTAIN INFLATION;JOURNAL OF FINANCE; 0
41305568;KILLINGSWORTH,1976;1976;KILLINGSWORTH-MR;MUST A NEGATIVE INCOME-TAX REDUCE LABOR SUPPLY - STUDY OF FAMILYS ALLOCATION OF TIME;JOURNAL OF HUMAN RESOURCES; 0
40525845;HAVEMAN,1975;1975;HAVEMAN-RH;DEFINING BENEFITS OF PUBLIC PROGRAMS - SOME GUIDANCE FOR POLICY ANALYSTS;POLICY ANALYSIS; 0
40680992;BROWNING,1975;1975;BROWNING-EK;EXTERNALITY ARGUMENT FOR IN-KIND TRANSFERS - SOME CRITICAL REMARKS;KYKLOS; 0
39850954;RODGERS,1973;1973;RODGERS-JD;DISTRIBUTIONAL EXTERNALITIES AND OPTIMAL FORM OF INCOME TRANSFERS;PUBLIC FINANCE QUARTERLY; 0
40131621;THUROW,1974;1974;THUROW-LC;CASH VERSUS IN-KIND TRANSFERS;AMERICAN ECONOMIC REVIEW; 0
41313070;KAPUR,1976;1976;KAPUR-BK;ALTERNATIVE STABILIZATION-POLICIES FOR LESS-DEVELOPED ECONOMIES;JOURNAL OF POLITICAL ECONOMY; 0
38339218;EISNER,1970;1970;EISNER-R;NEOCLASSICAL THEORY OF INVESTMENT BEHAVIOR - COMMENT;REVIEW OF ECONOMICS AND STATISTICS; 5
39300489;EISNER,1972;1972;EISNER-R;COMPONENTS OF CAPITAL EXPENDITURES - REPLACEMENT AND MODERNIZATION VERSUS EXPANSION;REVIEW OF ECONOMICS AND STATISTICS; 2
40102976;FELDSTEI.MS,1974;1974;FELDSTEI.MS;TAX INCENTIVES, STABILIZATION POLICY, AND PROPORTIONAL REPLACEMENT HYPOTHESIS - SOME NEGATIVE CONCLUSIONS;SOUTHERN ECONOMIC JOURNAL; 0
40624567;WHALLEY,1975;1975;WHALLEY-J;HOW RELIABLE IS PARTIAL EQUILIBRIUM ANALYSIS;REVIEW OF ECONOMICS AND STATISTICS; 0
41172093;BARRO,1976;1976;BARRO-RJ;INTEGRAL CONSTRAINTS AND AGGREGATION IN AN INVENTORY MODEL OF MONEY DEMAND;JOURNAL OF FINANCE; 1
38610116;GIBSON,1970;1970;GIBSON-WE;INTEREST RATES AND MONETARY POLICY;JOURNAL OF POLITICAL ECONOMY; 9
39979502;ZECKHAUSER,1974;1974;ZECKHAUSER-RJ;TOPOLOGY OF PARETO-OPTIMAL REGIONS WITH PUBLIC-GOODS;ECONOMETRICA; 0
38330808;HANSEN,1970;1970;HANSEN-B;EXCESS DEMAND, UNEMPLOYMENT, VACANCIES, AND WAGES;QUARTERLY JOURNAL OF ECONOMICS; 6
41224196;SARGENT,1976;1976;SARGENT-TJ;OBSERVATIONAL EQUIVALENCE OF NATURAL AND UNNATURAL RATE THEORIES OF MACROECONOMICS;JOURNAL OF POLITICAL ECONOMY; 0
41401668;WATSON,1976;1976;WATSON-DE;FORECASTING DEMAND FOR MONEY UNDER CHANGING TERM STRUCTURE OF INTEREST-RATES - APPLICATION OF RIDGE REGRESSION;SOUTHERN ECONOMIC JOURNAL; 0
40786735;EICHNER,1975;1975;EICHNER-AS;ESSAY ON POST-KEYNESIAN THEORY - NEW PARADIGM IN ECONOMICS;JOURNAL OF ECONOMIC LITERATURE; 0
40778888;PRESCOTT,1975;1975;PRESCOTT-EC;EFFICIENCY OF NATURAL RATE;JOURNAL OF POLITICAL ECONOMY; 1
38778762;JOHNSON,1971;1971;JOHNSON-HG;KEYNESIAN REVOLUTION AND MONETARIST COUNTER-REVOLUTION;AMERICAN ECONOMIC REVIEW; 5
41313075;CONNOLLY,1976;1976;CONNOLLY-M;TESTING MONETARY APPROACH TO DEVALUATION IN DEVELOPING-COUNTRIES;JOURNAL OF POLITICAL ECONOMY; 0
41507400;BERGLAS,1976;1976;BERGLAS-E;DISTRIBUTION OF TASTES AND SKILLS AND PROVISION OF LOCAL PUBLIC-GOODS;JOURNAL OF PUBLIC ECONOMICS; 0
39203912;SARGENT,1972;1972;SARGENT-TJ;ANTICIPATED INFLATION AND NOMINAL RATE OF INTEREST;QUARTERLY JOURNAL OF ECONOMICS; 8
40516518;VISCO,1975;1975;VISCO-I;ANTICIPATED INFLATION AND NOMINAL RATE OF INTEREST - FURTHER RESULTS;QUARTERLY JOURNAL OF ECONOMICS; 0
40159961;ASIMAKOP.A,1974;1974;ASIMAKOP.A;SHORT-PERIOD INCIDENCE OF TAXATION;ECONOMIC JOURNAL; 1
